Date,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BEL,BHARTIARTL,CIPLA,COALINDIA,DRREDDY,EICHERMOT,ETERNAL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HINDALCO,HINDUNILVR,ICICIBANK,ITC,INFY,INDIGO,JSWSTEEL,JIOFIN,KOTAKBANK,LT,M&M,MARUTI,MAXHEALTH,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SBILIFE,SHRIRAMFIN,SBIN,SUNPHARMA,TCS,TATACONSUM,TMPV,TATASTEEL,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
2025-09-29,2509.5,1383.199951171875,7434.13037109375,2338.94970703125,1132.199951171875,8717.5,990.9500122070312,2024.699951171875,398.25457763671875,1902.199951171875,1488.0,373.1240539550781,1234.5999755859375,6985.0,324.8500061035156,2746.89990234375,1366.5113525390625,950.2999877929688,756.5999755859375,753.7999877929688,2478.4169921875,1348.0999755859375,398.89019775390625,1420.060546875,5707.0,1122.199951171875,294.20001220703125,398.32000732421875,3688.39990234375,3418.10009765625,15984.0,1112.0,335.54632568359375,1146.3109130859375,228.8546600341797,272.8941650390625,1372.800048828125,1786.2169189453125,608.0944213867188,870.75,1579.04296875,2833.82275390625,1123.0999755859375,,168.97999572753906,1396.082275390625,3401.199951171875,4730.5,12041.0,233.60879516601562
2025-09-30,2505.89990234375,1403.5,7399.1767578125,2346.338134765625,1131.5999755859375,8678.5,998.9000244140625,2006.4000244140625,402.23760986328125,1878.4000244140625,1503.300048828125,374.7095947265625,1223.699951171875,7005.5,325.5,2756.89990234375,1364.24609375,951.0,756.4500122070312,761.9500122070312,2494.788330078125,1348.0,393.30718994140625,1420.060546875,5594.5,1142.699951171875,293.20001220703125,398.5400085449219,3659.0,3427.0,16029.0,1114.699951171875,335.05426025390625,1146.708740234375,228.39691162109375,272.55377197265625,1364.0,1788.1142578125,612.368408203125,872.4500122070312,1584.0106201171875,2826.288330078125,1129.300048828125,,168.77000427246094,1385.7901611328125,3367.0,4677.5,12222.0,233.3455810546875
2025-10-01,2592.699951171875,1422.699951171875,7431.13427734375,2332.160400390625,1159.5,8626.5,987.7000122070312,2007.0,404.77679443359375,1867.5999755859375,1513.0,373.3162536621094,1244.699951171875,7021.5,329.0,2789.699951171875,1368.579833984375,965.25,764.0,765.9500122070312,2516.41845703125,1372.0,397.2740783691406,1424.000244140625,5606.0,1146.0999755859375,300.04998779296875,412.6600036621094,3670.300048828125,3463.39990234375,15965.0,1113.199951171875,334.8573913574219,1160.1363525390625,231.77279663085938,272.9427795410156,1368.699951171875,1798.5997314453125,644.77099609375,864.0999755859375,1625.64013671875,2851.53369140625,1144.800048828125,,167.50999450683594,1401.327392578125,3408.300048828125,4832.0,12095.0,235.0028076171875
2025-10-03,2589.89990234375,1419.0999755859375,7439.623046875,2354.1259765625,1181.0,8679.5,989.75,2000.9000244140625,410.9007263183594,1896.699951171875,1517.699951171875,368.3675231933594,1248.0999755859375,6941.0,328.45001220703125,2791.39990234375,1372.5196533203125,965.1500244140625,759.2000122070312,780.3499755859375,2525.050537109375,1365.199951171875,396.0007629394531,1424.7880859375,5657.0,1161.699951171875,301.70001220703125,420.1000061035156,3733.10009765625,3462.0,15806.0,1069.199951171875,336.57965087890625,1163.6175537109375,232.3640594482422,281.7442626953125,1363.4000244140625,1782.6219482421875,641.8884887695312,867.2999877929688,1620.67236328125,2839.498046875,1137.5,,173.2100067138672,1386.0870361328125,3453.300048828125,4815.7001953125,12019.0,234.91506958007812
2025-10-06,2573.5,1400.5,7651.84130859375,2351.130615234375,1212.800048828125,8792.0,1008.9000244140625,2033.199951171875,411.4981689453125,1903.0999755859375,1513.0999755859375,366.97418212890625,1248.5999755859375,6880.0,335.1000061035156,2807.39990234375,1396.3551025390625,973.4500122070312,763.0499877929688,776.7000122070312,2521.974853515625,1363.4000244140625,392.52362060546875,1453.744873046875,5694.5,1159.9000244140625,306.25,429.20001220703125,3737.0,3472.0,15998.0,1139.699951171875,333.7256164550781,1175.35400390625,234.4620819091797,279.0211486816406,1375.0,1768.441650390625,667.3831787109375,874.0499877929688,1644.020751953125,2924.137939453125,1142.0999755859375,,170.05999755859375,1424.3861083984375,3425.39990234375,4777.2998046875,12055.0,236.0361328125
2025-10-07,2542.199951171875,1399.5,7689.791015625,2349.1337890625,1186.800048828125,8904.0,1016.5499877929688,2032.5999755859375,408.5606689453125,1929.0,1513.300048828125,369.6647644042969,1248.5,6957.0,337.8500061035156,2808.0,1411.8189697265625,982.5,755.5999755859375,767.7999877929688,2497.566650390625,1375.9000244140625,391.5931396484375,1436.5086669921875,5664.0,1156.800048828125,309.8999938964844,425.3800048828125,3729.699951171875,3492.800048828125,16108.0,1130.699951171875,332.64306640625,1170.48046875,233.94711303710938,281.0634765625,1384.800048828125,1781.623291015625,662.7613525390625,864.7000122070312,1642.4310302734375,2909.75390625,1120.0,,171.42999267578125,1423.990234375,3418.199951171875,4686.0,12184.0,237.40089416503906
2025-10-08,2524.10009765625,1394.300048828125,7651.84130859375,2324.87158203125,1180.5999755859375,8792.0,1023.1500244140625,2013.5999755859375,401.9388732910156,1943.5,1494.5999755859375,367.1663818359375,1234.5,6902.5,341.6499938964844,2778.199951171875,1431.3206787109375,978.7000122070312,747.2999877929688,768.2000122070312,2480.60009765625,1370.300048828125,391.5441589355469,1472.4583740234375,5635.0,1145.199951171875,304.6499938964844,423.55999755859375,3729.800048828125,3426.5,16012.0,1144.4000244140625,328.5096435546875,1174.1605224609375,230.59982299804688,277.4650573730469,1367.4000244140625,1770.4388427734375,662.8607788085938,858.25,1621.06982421875,2962.103515625,1120.199951171875,,171.94000244140625,1443.090087890625,3565.60009765625,4616.60009765625,11991.0,238.1222686767578
2025-10-09,2542.39990234375,1395.5999755859375,7684.7978515625,2332.75927734375,1167.4000244140625,8810.0,1024.0999755859375,2014.5999755859375,407.6147155761719,1942.0,1513.0999755859375,368.3675231933594,1246.0999755859375,6896.5,345.5,2810.60009765625,1464.119384765625,977.0999755859375,754.3499755859375,774.0999755859375,2497.963623046875,1376.199951171875,391.6910705566406,1486.5428466796875,5724.5,1175.199951171875,307.3500061035156,428.9200134277344,3769.199951171875,3442.89990234375,15985.0,1155.800048828125,330.52716064453125,1181.42138671875,232.10658264160156,278.2917175292969,1377.800048828125,1807.2877197265625,664.9976806640625,862.0999755859375,1647.7962646484375,2995.86181640625,1118.0,,176.4199981689453,1451.403076171875,3550.60009765625,4660.89990234375,12192.0,240.1986541748047
2025-10-10,2550.89990234375,1409.4000244140625,7670.81640625,2336.553466796875,1180.4000244140625,8946.5,1023.8499755859375,2004.300048828125,411.7471008300781,1939.9000244140625,1561.800048828125,369.47259521484375,1264.4000244140625,6965.0,348.29998779296875,2811.0,1472.98388671875,980.9000244140625,747.2999877929688,773.9500122070312,2509.17529296875,1380.300048828125,394.53155517578125,1492.058349609375,5735.0,1167.800048828125,308.1499938964844,430.0199890136719,3784.0,3454.89990234375,16265.0,1156.4000244140625,334.3161315917969,1193.0584716796875,234.91981506347656,281.2093505859375,1381.699951171875,1807.8868408203125,661.0219116210938,880.6500244140625,1660.1162109375,2963.179931640625,1126.5,,173.86000061035156,1442.1004638671875,3531.89990234375,4691.10009765625,12281.0,242.44078063964844
2025-10-13,2527.39990234375,1437.800048828125,7660.82958984375,2338.849853515625,1189.5999755859375,9066.0,1036.75,2020.4000244140625,407.66448974609375,1954.9000244140625,1563.5999755859375,366.6378479003906,1262.4000244140625,6912.0,348.3500061035156,2798.0,1472.1959228515625,977.0,746.5499877929688,770.2000122070312,2473.35693359375,1379.4000244140625,391.0544128417969,1470.6854248046875,5787.5,1161.4000244140625,308.45001220703125,430.4200134277344,3769.5,3459.699951171875,16323.0,1143.300048828125,336.284423828125,1181.7197265625,232.7741241455078,278.2917175292969,1375.0,1812.780029296875,668.0789794921875,882.9500122070312,1657.63232421875,2942.533935546875,1117.0,,173.02999877929688,1435.8658447265625,3533.60009765625,4681.60009765625,12172.0,238.96063232421875
2025-10-14,2517.0,1429.0,7748.712890625,2314.488037109375,1176.800048828125,9102.5,1019.1500244140625,2019.4000244140625,400.69415283203125,1946.5999755859375,1552.300048828125,366.0613098144531,1237.300048828125,6887.0,347.75,2775.800048828125,1472.885498046875,977.1500244140625,743.5499877929688,760.0999755859375,2482.782958984375,1384.0999755859375,388.6546936035156,1467.435302734375,5759.0,1147.800048828125,305.6000061035156,430.3599853515625,3744.300048828125,3459.800048828125,16261.0,1161.5,331.314453125,1169.1873779296875,233.3463134765625,279.6046447753906,1375.9000244140625,1813.6787109375,670.364990234375,876.9500122070312,1643.7227783203125,2896.642333984375,1118.9000244140625,,170.50999450683594,1452.78857421875,3537.39990234375,4617.2001953125,12070.0,242.16781616210938
2025-10-15,2532.800048828125,1450.699951171875,7815.6240234375,2371.399169921875,1169.5999755859375,8998.0,1059.9000244140625,2084.10009765625,406.3700256347656,1968.5,1558.699951171875,369.23236083984375,1232.4000244140625,6895.0,354.3500061035156,2816.800048828125,1473.1807861328125,978.25,761.1500244140625,764.25,2499.3525390625,1398.4000244140625,391.6910705566406,1452.1690673828125,5860.5,1160.800048828125,312.6499938964844,429.9200134277344,3828.699951171875,3497.199951171875,16212.0,1155.800048828125,333.8732604980469,1214.8409423828125,236.23583984375,282.9599304199219,1374.300048828125,1838.044921875,673.0486450195312,886.0999755859375,1644.418212890625,2916.7763671875,1114.199951171875,390.8500061035156,173.24000549316406,1443.8818359375,3549.0,4724.2001953125,12311.0,243.91278076171875
2025-10-16,2557.60009765625,1479.5,7823.11376953125,2405.945068359375,1196.300048828125,9151.5,1065.75,2090.199951171875,410.0543212890625,1967.4000244140625,1569.4000244140625,372.451416015625,1240.199951171875,6988.0,347.8500061035156,2859.800048828125,1492.1903076171875,994.3499755859375,742.8499755859375,780.0999755859375,2541.52099609375,1417.300048828125,396.83331298828125,1449.312744140625,5881.0,1172.0999755859375,312.1000061035156,441.0799865722656,3861.800048828125,3560.800048828125,16298.0,1175.300048828125,336.08758544921875,1269.7445068359375,236.83665466308594,283.835205078125,1398.300048828125,1833.151611328125,668.4268188476562,886.9500122070312,1648.29296875,2917.66015625,1149.300048828125,396.79998779296875,174.0,1448.6322021484375,3640.300048828125,4793.39990234375,12358.0,247.4221649169922
2025-10-17,2549.39990234375,1479.4000244140625,7891.02392578125,2503.892333984375,1200.199951171875,9150.5,1070.0999755859375,2083.699951171875,411.0500793457031,2012.0,1577.5999755859375,373.6044921875,1255.9000244140625,7042.5,342.6499938964844,2836.199951171875,1475.5111083984375,1002.5499877929688,745.9500122070312,772.7999877929688,2583.391845703125,1436.5999755859375,403.6896057128906,1419.37109375,5848.0,1163.300048828125,309.29998779296875,441.1600036621094,3839.39990234375,3647.199951171875,16401.0,1202.699951171875,335.59552001953125,1282.5751953125,236.2072296142578,281.7928771972656,1416.800048828125,1841.5400390625,671.4086303710938,889.1500244140625,1668.2633056640625,2909.311767578125,1166.0,396.6000061035156,172.22000122070312,1432.5999755859375,3674.800048828125,4814.39990234375,12370.0,234.8370819091797
